2304182215,18.2,M
2304182230,19.6,M
2304182245,15.0,M
2304182300,14.8,M
2304182315,10.0,G
2304182330,11.8,G
2304182345,23.3,M
2304190000,23.0,M
2304190015,16.1,M
2304190030,13.8,M
2304190045,18.2,M
2304190100,18.0,M
2304190115,19.4,M
2304190130,17.1,M
2101010000,5.1,G
2304190745,15.7,M
2304190800,33.6,M
2304190815,19.4,M
2304190830,12.3,G
2304190845,12.9,G
2304190900,21.0,M
2304190915,14.1,M
2304190930,19.8,M
2304190945,18.5,M
2304191000,11.3,G
2304191015,15.2,M
2304191030,23.5,M
2304191045,11.6,G
2304191100,11.5,G
2304191115,32.0,M
2304191130,20.9,M
2304191145,22.4,M
2304191200,17.0,M
2304191215,32.2,M
2304191230,6.1,G
2304191245,20.0,M
2304191300,23.5,M
2304191315,4.7,G
2304191330,22.3,M
2304191345,24.4,M
2304191400,14.3,M
2304191415,16.1,M
2304191430,17.7,M
2304191445,6.1,G
2304191500,16.6,M
2304191515,6.1,G
2304191530,13.8,M
2304191545,21.9,M
2304191600,15.7,M
2304191615,9.0,G
2304191630,21.6,M
2304191645,28.3,M
2304191700,8.3,G
2304191715,19.4,M
2304191730,6.9,G
2304191745,6.1,G
2304191800,23.3,M
2304191815,13.8,M
2304191830,17.3,M
2304191845,23.7,M
2304191900,31.1,M
2304191915,33.8,M
2304191930,8.4,G
2304191945,20.1,M
2304192000,21.7,M
2304192015,33.8,M
2304192030,20.1,M
2304192045,31.0,M
2304192100,21.2,M
2304192115,19.3,M
2304192130,33.4,M
2304192145,21.2,M
2304192200,13.1,M
2304192215,17.8,M
2304192230,14.1,M
2304192245,22.8,M
2304192300,26.0,M
2304192315,13.1,M
2304192330,10.6,G
2304192345,13.8,M
2304200000,23.2,M
2304200015,18.4,M
2304200030,10.0,G
2304200045,20.0,M
2304200100,15.2,M
2304200115,13.4,M
2304200130,13.1,M
2304200145,25.6,M
2304200200,13.9,M
2304200215,24.2,M
2304200230,14.5,M
2304200245,8.1,G
2304200300,16.8,M
2304200315,15.5,M
2304200330,29.5,M
2304200345,22.6,M
2304200400,14.3,M
2304200415,18.2,M
2304200430,17.7,M
2304200445,10.4,G
2304200500,12.2,G
2304200515,19.4,M
2304200530,17.5,M
2304200545,26.7,M
2304200600,9.5,G
2304200615,24.0,M
2304200630,10.9,G
2304200645,20.0,M
2304200700,16.6,M
2304200715,32.2,M
2304200730,12.0,G
2304200745,6.0,G
2304200800,31.7,M
2304200815,3.5,G
2304200830,6.3,G
2304200845,40.7,UfSG
2304200900,15.2,M
2304200915,29.4,M
2304200930,10.6,G
2304200945,30.1,M
2304201000,6.3,G
2304201015,20.7,M
2304201030,12.7,G
2304201045,13.2,M
2304201100,15.4,M
2304201115,31.5,M
2304201130,18.5,M
2304201145,10.0,G
2304201200,15.4,M
2304201215,21.7,M
2304201230,14.5,M
2304201245,19.4,M
2304201300,16.1,M
2304201315,15.0,M
2304201330,19.4,M
2304201345,35.2,M
2304201400,23.0,M
2304201415,14.8,M
2304201430,27.2,M
2304201445,30.4,M
2304201500,15.7,M
2304201515,25.5,M
2304201530,32.7,M
2304201545,26.3,M
2304201600,16.8,M
2304201615,18.0,M
2304201630,21.6,M
2304201645,7.0,G
2304201700,21.0,M
2304201715,18.7,M
2304201730,25.8,M
2304201745,32.2,M
2304201800,29.4,M
2304201815,9.9,G
2304201830,19.6,M
2304201845,18.4,M
2304201900,18.5,M
2304201915,21.4,M
2304201930,35.7,M
2304201945,13.4,M
2304202000,15.7,M
2304202015,25.8,M
2304202030,18.2,M
2304202045,17.3,M
2304202100,25.8,M
2304202115,29.4,M
2304202130,14.6,M
2304202145,17.8,M
2304202200,13.6,M
2304202215,21.4,M
2304202230,11.1,G
2304202245,26.2,M
2304202300,17.5,M
2304202315,24.2,M
2304202330,31.3,M
2304202345,13.4,M
2304210000,10.0,G
2304210015,18.4,M
2304210030,21.7,M
2304210045,29.4,M
2304210100,14.8,M
2304210115,21.4,M
2304210130,10.6,G
2304210145,21.6,M
2304210200,23.9,M
2304210215,32.4,M
2304210230,24.9,M
2304210245,18.9,M
2304210300,14.8,M
2304210315,25.6,M
2304210330,17.5,M
2304210345,10.0,G
2304210400,21.2,M
2304210415,27.4,M
2304210430,19.8,M
2304210445,23.9,M
2304210500,21.0,M
2304210515,24.4,M
2304210530,12.5,G
2304210545,24.9,M
2304210600,20.0,M
2304210615,21.6,M
2304210630,19.4,M
2304210645,18.5,M
2304210700,30.8,M
2304210715,7.9,G
2304210730,27.8,M
2304210745,11.3,G
2304210800,30.1,M
2304210815,25.3,M
2304210830,19.8,M
2304210845,23.2,M
2304210900,17.5,M
2304210915,23.3,M
2304210930,11.6,G
2304210945,21.4,M
2304211000,22.6,M
2304211015,12.2,G
2304211030,7.6,G
2304211045,13.6,M
2304211100,12.0,G
2304211115,15.7,M
2304211130,16.8,M
2304211145,23.3,M
2304211200,15.0,M
2304211215,19.4,M
2304211230,29.2,M
2304211245,18.5,M
2304211300,18.4,M
2304211315,21.4,M
2304211330,19.4,M
2304211345,10.4,G
2304211400,24.0,M
2304211415,9.0,G
2304211430,22.4,M
2304211445,21.2,M
2304211500,12.3,G
2304211515,26.9,M
2304211530,19.1,M
2304211545,17.8,M
2304211600,17.7,M
2304211615,8.6,G
2304211630,13.2,M
2304211645,16.1,M
2304211700,19.4,M
2304211715,21.6,M
2304211730,25.3,M
2304211745,22.6,M
2304211800,29.0,M
2304211815,24.6,M
2304211830,12.0,G
2304211845,17.0,M
2304211900,10.6,G
2304211915,11.8,G
2304211930,9.3,G
2304211945,14.6,M
2304212000,14.5,M
2304212015,23.3,M
2304212030,26.9,M
2304212045,23.0,M
2304212100,27.1,M
2304212115,40.2,UfSG
2304212130,25.6,M
2304212145,26.2,M
2304212200,22.3,M
2304212215,31.1,M
2304212230,15.0,M
2304212245,19.6,M
2304212300,15.4,M
2304212315,10.2,G
2304212330,10.4,G
2304212345,26.7,M
2304220000,23.3,M
2304220015,21.9,M
2304220030,19.1,M
2304220045,26.2,M
2304220100,27.9,M
2304220115,19.1,M
2304220130,23.0,M
2304220145,13.4,M
2304220200,9.0,G
2304220215,14.5,M
2304220230,22.1,M
2304220245,30.8,M
2304220300,15.4,M
2304220315,10.4,G
2304220330,17.3,M
2304220345,12.0,G
2304220400,23.7,M
2304220415,29.7,M
2304220430,15.4,M
2304220445,11.1,G
2304220500,10.4,G
2304220515,17.3,M
2304220530,6.9,G
2304220545,19.6,M
2304220600,6.9,G
2304220615,15.9,M
2304220630,15.5,M
2304220645,27.9,M
2304220700,11.5,G
2304220715,31.0,M
2304220730,19.1,M
2304220745,16.1,M
2304220800,19.3,M
2304220815,21.2,M
2304220830,15.9,M
2304220845,41.6,UfSG
2304220900,20.0,M
2304220915,27.9,M
2304220930,24.8,M
2304220945,9.0,G
2304221000,22.8,M
2304221015,18.7,M
2304221030,13.4,M
2304221045,18.9,M
2304221100,18.4,M
2304221115,17.7,M
2304221130,26.3,M
2304221145,23.0,M
2304221200,43.7,UfSG
2304221215,16.8,M
2304221230,21.6,M
2304221245,37.0,UfSG
2304221300,16.2,M
2304221315,21.4,M
2304221330,40.7,UfSG
2304221345,22.8,M
2304221400,11.5,G
2304221415,32.6,M
2304221430,31.7,M
2304221445,19.8,M
2304221500,24.4,M
2304221515,24.0,M
2304221530,29.9,M
2304221545,20.1,M
2304221600,31.1,M
2304221615,19.4,M
2304221630,33.3,M
2304221645,32.2,M
2304221700,31.3,M
2304221715,35.2,M
2304221730,20.9,M
2304221745,23.9,M
2304221800,24.2,M
2304221815,16.4,M
2304221830,35.2,M
2304221845,22.8,M
2304221900,32.2,M
2304221915,22.4,M
2304221930,23.0,M
2304221945,34.0,M
2304222000,22.4,M
2304222015,28.3,M
2304222030,37.7,UfSG
2304222045,29.7,M
2304222100,23.7,M
2304222115,46.9,UfSG
2304222130,31.5,M
2304222145,34.1,M
2304222200,34.7,M
2304222215,19.1,M
2304222230,18.5,M
2304222245,21.9,M
2304222300,22.6,M
2304222315,21.0,M
2304222330,27.4,M
2304222345,42.1,UfSG
2304230000,34.5,M
2304230015,27.2,M
2304230030,17.0,M
2304230045,37.7,UfSG
2304230100,37.7,UfSG
2304230115,31.0,M
2304230130,28.3,M
2304230145,4.7,G
2304230200,31.1,M
2304230215,27.4,M
2304230230,44.8,UfSG
2304230245,28.3,M
2304230300,24.8,M
2304230315,32.6,M
2304230330,26.3,M
2304230345,13.1,M
2304230400,28.7,M
2304230415,22.1,M
2304230430,35.9,M
2304230445,23.9,M
2304230500,29.4,M
2304230515,19.1,M
2304230530,17.1,M
2304230545,26.2,M
2304230600,29.7,M
2304230615,18.2,M
2304230630,29.7,M
2304230645,28.5,M
2304230700,32.6,M
2304230715,13.8,M
2304230730,14.6,M
2304230745,21.4,M
2304230800,27.4,M
2304230815,29.7,M
2304230830,37.0,UfSG
2304230845,21.9,M
2304230900,10.8,G
2304230915,38.2,UfSG
2304230930,30.2,M
2304230945,23.0,M
2304231000,37.2,UfSG
2304231015,33.4,M
2304231030,35.9,M
2304231045,18.5,M
2304231100,34.1,M
2304231115,38.6,UfSG
2304231130,21.9,M
2304231145,21.6,M
2304231200,41.2,UfSG
2304231215,16.6,M
2304231230,24.2,M
2304231245,31.0,M
2304231300,17.5,M
2304231315,30.8,M
2304231330,24.4,M
2304231345,27.9,M
2304231400,19.8,M
2304231415,33.4,M
2304231430,19.8,M
2304231445,16.1,M
2304231500,16.1,M
2304231515,19.6,M
2304231530,36.3,UfSG
2304231545,22.8,M
2304231600,24.0,M
2304231615,25.1,M
2304231630,27.8,M
2304231645,38.4,UfSG
2304231700,28.3,M
2304231715,12.9,G
2304231730,34.5,M
2304231745,24.9,M
2304231800,28.5,M
2304231815,31.1,M
2304231830,37.5,UfSG
2304231845,22.3,M
2304231900,31.5,M
2304231915,29.4,M
2304231930,17.8,M
2304231945,23.3,M
2304232000,24.4,M
2304232015,22.8,M
2304232030,22.4,M
2304232045,25.1,M
2304232100,22.6,M
2304232115,12.9,G
2304232130,18.9,M
2304232145,25.3,M
2304232200,29.7,M
2304232215,28.7,M
2304232230,25.8,M
2304232245,15.4,M
2304232300,41.1,UfSG
2304232315,24.8,M
2304232330,36.6,UfSG
2304232345,25.8,M
2304240000,79.0,U
2304240015,38.0,UfSG
2304240030,18.4,M
2304240045,23.0,M
2304240100,30.1,M
2304240115,32.4,M
2304240130,31.3,M
2304240145,27.6,M
2304240200,15.0,M
2304240215,16.2,M
2304240230,23.0,M
2304240245,23.0,M
2304240300,17.1,M
2304240315,12.0,G
2304240330,22.6,M
2304240345,24.8,M
2304240400,26.3,M
2304240415,20.5,M
2304240430,22.3,M
2304240445,38.9,UfSG
2304240500,19.4,M
2304240515,23.3,M
2304240530,41.9,UfSG
2304240545,17.1,M
2304240600,25.5,M
2304240615,19.3,M
2304240630,15.7,M
2304240645,37.9,UfSG
2304240700,34.9,M
2304240715,24.0,M
2304240730,25.6,M
2304240745,37.9,UfSG
2304240800,78.1,U
2304240815,15.7,M
2304240830,23.2,M
2304240845,46.6,UfSG
2304240900,41.8,UfSG
2304240915,20.3,M
2304240930,35.6,M
2304240945,28.1,M
2304241000,20.5,M
2304241015,16.8,M
2304241030,28.5,M
2304241045,47.8,UfSG
2304241100,62.3,U
2304241115,17.5,M
2304241130,25.1,M
2304241145,24.8,M
2304241200,21.4,M
2304241215,10.4,G
2304241230,23.9,M
2304241245,30.6,M
2304241300,35.7,M
2304241315,24.2,M
2304241330,24.6,M
2304241345,10.4,G
2304241400,24.0,M
2304241415,29.2,M
2304241430,24.9,M
2304241445,32.0,M
2304241500,34.3,M
2304241515,18.2,M
2304241530,29.2,M
2304241545,29.9,M
2304241600,17.3,M
2304241615,27.4,M
2304241630,26.5,M
2304241645,28.3,M
2304241700,23.7,M
2304241715,25.3,M
2304241730,31.0,M
2304241745,25.1,M
2304241800,40.2,UfSG
2304241815,24.6,M
2304241830,26.3,M
2304241845,21.2,M
2304241900,40.2,UfSG
2304241915,27.2,M
2304241930,23.2,M
2304241945,22.3,M
2304242000,21.6,M
2304242015,23.0,M
2304242030,43.2,UfSG
2304242045,34.7,M
2304242100,27.1,M
2304242115,35.7,M
2304242130,37.2,UfSG
2304242145,32.0,M
2304242200,34.1,M
2304242215,33.1,M
2304242230,31.0,M
2304242245,15.7,M
2304242300,16.4,M
2304242315,26.9,M
2304242330,23.3,M
2304242345,36.5,UfSG
2304250000,20.7,M
2304250015,48.9,UfSG
2304250030,29.7,M
2304250045,22.6,M
2304250100,35.2,M
2304250115,14.1,M
2304250130,17.8,M
2304250145,18.2,M
2304250200,28.7,M
2304250215,32.0,M
2304250230,27.4,M
2304250245,20.3,M
2304250300,16.8,M
2304250315,15.2,M
2304250330,34.0,M
2304250345,26.7,M
2304250400,23.3,M
2304250415,28.5,M
2304250430,15.4,M
2304250445,33.3,M
2304250500,31.0,M
2304250515,29.9,M
2304250530,20.5,M
2304250545,30.6,M
2304250600,33.4,M
2304250615,9.7,G
2304250630,20.9,M
2304250645,33.6,M
2304250700,23.2,M
2304250715,23.3,M
2304250730,24.6,M
2304250745,25.6,M
2304250800,28.1,M
2304250815,17.5,M
2304250830,28.8,M
2304250845,31.7,M
2304250900,35.4,M
2304250915,22.6,M
2304250930,27.9,M
2304250945,27.9,M
2304251000,21.9,M
2304251015,31.7,M
2304251030,37.3,UfSG
2304251045,23.2,M
2304251100,43.2,UfSG
2304251115,32.9,M
2304251130,20.9,M
2304251145,23.9,M
2304251200,20.7,M
2304251215,20.3,M
2304251230,19.8,M
2304251245,20.1,M
2304251300,22.3,M
2304251315,15.2,M
2304251330,35.2,M
2304251345,20.7,M
2304251400,38.4,UfSG
2304251415,40.9,UfSG
2304251430,28.5,M
2304251445,14.8,M
2304251500,10.9,G
2304251515,23.3,M
2304251530,20.1,M
2304251545,26.3,M
2304251600,16.4,M
2304251615,36.8,UfSG
2304251630,18.7,M
2304251645,19.6,M
2304251700,28.8,M
2304251715,29.7,M
2304251730,25.8,M
2304251745,29.5,M
2304251800,24.0,M
2304251815,11.6,G
2304251830,28.1,M
2304251845,24.4,M
2304251900,24.6,M
2304251915,21.6,M
2304251930,18.7,M
2304251945,17.5,M
2304252000,25.3,M
2304252015,9.0,G
2304252030,23.5,M
2304252045,30.2,M
2304252100,20.7,M
2304252115,19.1,M
2304252130,27.4,M
2304252145,25.3,M
2304252200,32.0,M
2304252215,24.4,M
2304252230,27.1,M
2304252245,19.4,M
2304252300,16.4,M
2304252315,24.6,M
2304252330,23.3,M
2304252345,24.9,M
2304260000,37.7,UfSG
2304260015,12.2,G
2304260030,17.0,M
2304260045,25.3,M
2304260100,37.3,UfSG
2304260115,31.3,M
2304260130,14.6,M
2304260145,12.9,G
2304260200,37.7,UfSG
2304260215,36.5,UfSG
2304260230,24.8,M
2304260245,32.9,M
2304260300,29.4,M
2304260315,11.5,G
2304260330,11.5,G
2304260345,14.5,M
2304260400,27.1,M
2304260415,31.3,M
2304260430,32.4,M
2304260445,13.9,M
2304260500,31.0,M
2304260515,29.9,M
2304260530,32.6,M
2304260545,13.2,M
2304260600,19.8,M
2304260615,24.6,M
2304260630,27.1,M
2304260645,36.6,UfSG
2304260700,21.2,M
